sheet,state_name,constituency_name,number_of_polling_stations,dates_polling,dates_counting,dates_results,result_winner_name,result_winner_party,result_winner_votes,result_runner_up_name,result_runner_up_party,result_runner_up_votes,result_margin,candidate_Nominated_m,candidate_Nomination Rejected_m,candidate_Withdrawn_m,candidate_Contested_m,candidate_Forfeited Deposit_m,candidate_Nominated_w,candidate_Nomination Rejected_w,candidate_Withdrawn_w,candidate_Contested_w,candidate_Forfeited Deposit_w,candidate_Nominated_t,candidate_Nomination Rejected_t,candidate_Withdrawn_t,candidate_Contested_t,candidate_Forfeited Deposit_t,candidate_Nominated_total,candidate_Nomination Rejected_total,candidate_Withdrawn_total,candidate_Contested_total,candidate_Forfeited Deposit_total,elector_General_m,elector_OverSeas_m,elector_Service_m,elector_Total_m,elector_General_w,elector_OverSeas_w,elector_Service_w,elector_Total_w,elector_General_t,elector_OverSeas_t,elector_Service_t,elector_Total_t,elector_General_total,elector_OverSeas_total,elector_Service_total,elector_Total_total,voter_General_m,voter_Overseas_m,voter_Proxy_m,voter_Postal_m,voter_Total_m,voter_Votes Rejected due to other Reason_m,voter_POLLING PERCENTAGE_m,voter_General_w,voter_Overseas_w,voter_Proxy_w,voter_Postal_w,voter_Total_w,voter_Votes Rejected due to other Reason_w,voter_POLLING PERCENTAGE_w,voter_General_t,voter_Overseas_t,voter_Proxy_t,voter_Postal_t,voter_Total_t,voter_Votes Rejected due to other Reason_t,voter_POLLING PERCENTAGE_t,voter_General_total,voter_Overseas_total,voter_Proxy_total,voter_Postal_total,voter_Total_total,voter_Votes Rejected due to other Reason_total,voter_POLLING PERCENTAGE_total,votes_Total Votes Polled On EVM,votes_Total Deducted Votes From EVM,votes_Total Valid Votes polled on EVM,votes_Postal Votes Counted,votes_Postal Votes Deducted,votes_Valid Postal Votes,votes_Total Valid Votes Polled,votes_Test Votes polled On EVM,votes_Votes Polled for 'NOTA'(Including Postal),votes_Tendered Votes
S25-3,West Bengal-S25,Jalpaiguri-SC,1868,18/04/2019,23/05/2019,23/05/2019,Dr. JAYANTA KUMAR ROY,Bharatiya Janata Party,760145,BIJOY CHANDRA BARMAN,All India Trinamool Congress,576141,184004,15,3,0,12,10,1,1,0,0,0,0,0,0,0,0,16,4,0,12,10,885452,1,3561,889014,846363,0,69,846432,18,0,0,18,1731833,1,3630,1735464,769205,0,NA,NA,NA,NA,NA,728505,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1497711,0,0,3668,1501379,0,86.489999999999995,1497711,19909,1477802,3668,476,3192,1480994,0,19928,36
S25-4,West Bengal-S25,Darjeeling-GEN,1899,18/04/2019,23/05/2019,23/05/2019,RAJU BISTA,Bharatiya Janata Party,750067,AMAR SINGH RAI,All India Trinamool Congress,336624,413443,20,2,3,15,13,1,0,0,1,1,0,0,0,0,0,21,2,3,16,14,807118,NA,10569,817687,793425,0,184,793609,21,0,0,21,1600564,0,10753,1611317,642333,0,NA,NA,NA,NA,NA,617792,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1260125,0,0,9541,1269666,0,78.650000000000006,1260125,10561,1249564,9541,2460,7081,1256645,0,10625,25
S25-5,West Bengal-S25,Raiganj-GEN,1623,18/04/2019,23/05/2019,23/05/2019,DEBASREE CHAUDHURI,Bharatiya Janata Party,511652,AGARWAL KANAIALAL,All India Trinamool Congress,451078,60574,13,1,0,12,11,2,0,0,2,1,0,0,0,0,0,15,1,0,14,12,830316,NA,1249,831565,769584,0,23,769607,48,0,0,48,1599948,0,1272,1601220,639728,0,NA,NA,NA,NA,NA,632825,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1272557,0,0,5519,1278076,0,79.760000000000005,1272557,13747,1258810,5519,969,4550,1263360,0,13749,6
S25-6,West Bengal-S25,Balurghat-GEN,1530,23/04/2019,23/05/2019,23/05/2019,Sukanta Majumdar,Bharatiya Janata Party,539317,Arpita Ghosh,All India Trinamool Congress,506024,33293,11,NA,0,11,10,2,0,0,2,1,0,0,0,0,0,13,0,0,13,11,735801,1,1883,737685,693918,0,39,693957,62,0,0,62,1429781,1,1922,1431704,605721,0,NA,NA,NA,NA,NA,589598,0,NA,NA,NA,NA,NA,21,0,NA,NA,NA,NA,NA,1195340,0,0,2897,1198237,0,83.670000000000002,1195340,13403,1181937,2897,399,2498,1184435,0,13414,17
S25-7,West Bengal-S25,Maldaha Uttar-GEN,1713,23/04/2019,23/05/2019,23/05/2019,KHAGEN MURMU,Bharatiya Janata Party,509524,MAUSAM NOOR,All India Trinamool Congress,425236,84288,14,NA,0,14,12,2,0,0,2,1,0,0,0,0,0,16,0,0,16,13,863317,NA,2122,865439,820427,0,36,820463,53,0,0,53,1683797,0,2158,1685955,661444,0,NA,NA,NA,NA,NA,690382,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1351830,0,0,3537,1355367,0,80.349999999999994,1351830,8028,1343802,3537,672,2865,1346667,0,8039,35
S25-8,West Bengal-S25,Maldaha Dakshin-GEN,1616,23/04/2019,23/05/2019,23/05/2019,ABU HASEM KHAN CHOWDHURY (DALU),Indian National Congress,444270,SREERUPA MITRA CHAUDHURY,Bharatiya Janata Party,436048,8222,11,1,1,9,7,1,0,0,1,0,0,0,0,0,0,12,1,1,10,7,800475,NA,2104,802579,772924,0,53,772977,34,0,0,34,1573433,0,2157,1575590,625059,0,NA,NA,NA,NA,NA,650335,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1275398,0,0,4579,1279977,0,81.189999999999998,1275398,12043,1263355,4579,794,3785,1267140,0,12062,7
S25-9,West Bengal-S25,Jangipur-GEN,1762,23/04/2019,23/05/2019,23/05/2019,KHALILUR RAHAMAN,All India Trinamool Congress,562838,MAFUJA KHATUN,Bharatiya Janata Party,317056,245782,10,NA,0,10,8,1,0,0,1,0,0,0,0,0,0,11,0,0,11,8,824119,NA,2106,826225,789921,0,26,789947,41,0,0,41,1614081,0,2132,1616213,638429,0,NA,NA,NA,NA,NA,664486,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1302916,0,0,1713,1304629,0,80.709999999999994,1302916,11349,1291567,1713,131,1582,1293149,0,11355,15
S25-10,West Bengal-S25,Baharampur-GEN,1844,29/04/2019,23/05/2019,23/05/2019,ADHIR RANJAN CHOWDHURY,Indian National Congress,591106,APURBA SARKAR (DAVID),All India Trinamool Congress,510410,80696,11,NA,0,11,9,0,0,0,0,0,0,0,0,0,0,11,0,0,11,9,836792,NA,6180,842972,795255,0,111,795366,40,0,0,40,1632087,0,6291,1638378,641365,0,NA,NA,NA,NA,NA,654690,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1296057,0,0,4976,1301033,0,79.349999999999994,1296057,14072,1281985,4976,1050,3926,1285911,0,14086,7
S25-11,West Bengal-S25,Murshidabad-GEN,1907,23/04/2019,23/05/2019,23/05/2019,ABU TAHER KHAN,All India Trinamool Congress,604346,"ABU HENA, S/O - LATE ABDUS SATTAR",Indian National Congress,377929,226417,11,NA,0,11,8,0,0,0,0,0,0,0,0,0,0,11,0,0,11,8,882248,NA,2351,884599,840476,0,84,840560,28,0,0,28,1722752,0,2435,1725187,720758,0,NA,NA,NA,NA,NA,731221,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1451983,0,0,2209,1454192,0,84.269999999999996,1451983,15012,1436971,2209,450,1759,1438730,0,15025,5
S25-12,West Bengal-S25,Krishnanagar-GEN,1812,29/04/2019,23/05/2019,23/05/2019,MAHUA MOITRA,All India Trinamool Congress,614872,KALYAN CHAUBEY,Bharatiya Janata Party,551654,63218,10,NA,0,10,9,1,0,0,1,0,0,0,0,0,0,11,0,0,11,9,842215,NA,6655,848870,782610,0,177,782787,41,0,0,41,1624866,0,6832,1631698,688470,0,NA,NA,NA,NA,NA,672857,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1361331,0,0,5270,1366601,0,83.739999999999995,1361331,7484,1353847,5270,182,5088,1358935,0,7508,19
S25-13,West Bengal-S25,Ranaghat-SC,1971,29/04/2019,23/05/2019,23/05/2019,JAGANNATH SARKAR,Bharatiya Janata Party,783253,RUPALI BISWAS,All India Trinamool Congress,549825,233428,9,5,0,4,3,3,0,0,3,2,0,0,0,0,0,12,5,0,7,5,904849,NA,5591,910440,851548,0,216,851764,48,0,0,48,1756445,0,5807,1762252,749675,0,NA,NA,NA,NA,NA,729275,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1478955,0,0,5842,1484797,0,84.209999999999994,1478955,9111,1469844,5842,788,5054,1474898,0,9137,2
S25-14,West Bengal-S25,Bangaon-SC,1899,06/05/2019,23/05/2019,23/05/2019,SHANTANU THAKUR,Bharatiya Janata Party,687622,MAMATA THAKUR,All India Trinamool Congress,576028,111594,9,NA,0,9,8,1,0,0,1,0,0,0,0,0,0,10,0,0,10,8,871463,NA,4696,876159,828277,0,173,828450,23,0,0,23,1699763,0,4869,1704632,716577,0,NA,NA,NA,NA,NA,687887,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1404466,0,0,4187,1408653,0,82.579999999999998,1404466,7513,1396953,4187,912,3275,1400228,0,7530,0
S25-15,West Bengal-S25,Barrackpore-GEN,1567,06/05/2019,23/05/2019,23/05/2019,ARJUN SINGH,Bharatiya Janata Party,472994,DINESH TRIVEDI,All India Trinamool Congress,458137,14857,17,4,0,13,11,3,1,0,2,2,0,0,0,0,0,20,5,0,15,13,739354,NA,2951,742305,693893,0,204,694097,29,0,0,29,1433276,0,3155,1436431,579960,0,NA,NA,NA,NA,NA,522600,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1102567,0,0,2132,1104699,0,76.890000000000001,1102567,12711,1089856,2132,202,1930,1091786,0,12731,0
S25-16,West Bengal-S25,Dum dum-GEN,1761,19/05/2019,23/05/2019,23/05/2019,SOUGATA RAY,All India Trinamool Congress,512062,SAMIK BHATTACHARYA,Bharatiya Janata Party,459060,53002,14,3,0,11,9,1,0,0,1,1,0,0,0,0,0,15,3,0,12,10,780277,NA,1148,781425,784634,0,94,784728,43,0,0,43,1564954,0,1242,1566196,619195,0,NA,NA,NA,NA,NA,583905,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1203107,0,0,1588,1204695,0,76.920000000000002,1203107,14466,1188641,1588,60,1528,1190169,0,14491,0
S25-17,West Bengal-S25,Barasat-GEN,1915,19/05/2019,23/05/2019,23/05/2019,Dr. Kakoli Ghoshdastidar,All India Trinamool Congress,648444,Mrinal Kanti Debnath,Bharatiya Janata Party,538275,110169,17,8,0,9,8,4,1,0,3,2,0,0,0,0,0,21,9,0,12,10,870577,NA,2129,872706,845388,0,114,845502,44,0,0,44,1716009,0,2243,1718252,729072,0,NA,NA,NA,NA,NA,664191,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1393270,0,0,2924,1396194,0,81.209999999999994,1393270,17747,1375523,2924,797,2127,1377650,0,17779,0
S25-18,West Bengal-S25,Basirhat-GEN,1861,19/05/2019,23/05/2019,23/05/2019,Nusrat Jahan Ruhi,All India Trinamool Congress,782078,Sayantan Basu,Bharatiya Janata Party,431709,350369,13,1,0,12,11,1,0,0,1,0,0,0,0,0,0,14,1,0,13,11,863040,NA,1615,864655,813617,0,59,813676,26,0,0,26,1676683,0,1674,1678357,753166,0,NA,NA,NA,NA,NA,679304,0,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,1432476,0,0,1293,1433769,0,85.400000000000006,1432476,9102,1423374,1293,434,859,1424233,0,9106,0
S25-19,West Bengal-S25,Jaynagar-SC,1810,19/05/2019,23/05/2019,23/05/2019,PRATIMA MONDAL,All India Trinamool Congress,761202,DR. ASHOK KANDARY,Bharatiya Janata Party,444427,316775,11,4,0,7,6,1,0,0,1,0,0,0,0,0,0,12,4,0,8,6,846217,NA,575,846792,801488,0,18,801506,57,0,0,57,1647762,0,593,1648355,710417,0,NA,NA,NA,NA,NA,644971,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,1355391,0,0,995,1356386,0,82.269999999999996,1355393,10439,1344954,995,290,705,1345659,2,10443,14
